Longitude,Latitude,Elevation,Date,Tmax,Tmin,RHmax,RHmin,VPmean,WSmean,SR,Pr,ETo
26.3,-28.9,1316,19790430,26.89,10.9,65.53,25.93,0.97,1.84,18.04,0.00,3.75
26.3,-28.9,1316,19790501,26.34,10.53,64.46,29.42,1,2.14,15.87,0.00,3.70
26.3,-28.9,1316,19790502,26.42,12.08,60.93,27.56,1.01,2.45,17.08,0.00,4.05
26.3,-28.9,1316,19790503,27.99,14.03,54.09,18.87,0.88,3.19,15.77,0.00,4.99
26.3,-28.9,1316,19790504,25.38,9.88,72.3,27.2,0.89,2.11,17.18,0.00,3.69
26.3,-28.9,1316,19790505,20.03,10.97,95.86,56.92,1.17,2.99,8.08,18.73,2.47
26.3,-28.9,1316,19790506,15.26,7.21,93.68,45.49,0.9,1.83,13.23,0.40,2.06
26.3,-28.9,1316,19790507,13.24,4.94,73.95,41.73,0.61,3.04,16.61,0.00,2.72
26.3,-28.9,1316,19790508,14.46,1.96,77.85,43.77,0.66,1.55,15.42,0.00,2.09
26.3,-28.9,1316,19790509,15.77,1.91,85.47,41.19,0.72,1.12,17.03,0.00,2.06
26.3,-28.9,1316,19790510,17.7,3.33,84.62,36.03,0.74,1.09,16.83,0.00,2.18
26.3,-28.9,1316,19790511,18.94,3.78,84.27,29.81,0.72,1.35,16.84,0.00,2.41
26.3,-28.9,1316,19790512,18.73,3.67,87.67,32.6,0.76,1.54,16.19,0.00,2.41
26.3,-28.9,1316,19790513,19.56,4.07,83.12,29.5,0.75,1.5,16.43,0.00,2.48
26.3,-28.9,1316,19790514,19.66,4.23,79.96,28.9,0.74,1.34,16.28,0.00,2.39
26.3,-28.9,1316,19790515,20.87,4.58,76.22,27.2,0.71,1.25,16.34,0.00,2.45
26.3,-28.9,1316,19790516,21.44,6.56,69.65,28.03,0.74,1.71,16.12,0.00,2.79
26.3,-28.9,1316,19790517,21.26,4.49,80.45,30.04,0.76,1.35,15.98,0.00,2.46
26.3,-28.9,1316,19790518,20.91,4.45,80.6,31.06,0.79,1.69,15.71,0.00,2.58
26.3,-28.9,1316,19790519,20.68,5.49,80.86,30.46,0.75,1.86,14.11,0.00,2.64
26.3,-28.9,1316,19790520,21.64,7.63,66.5,25.5,0.73,2.06,15.22,0.00,3.00
26.3,-28.9,1316,19790521,22.17,5.89,77.45,24.37,0.71,1.99,15.34,0.00,2.96
26.3,-28.9,1316,19790522,22.48,8.37,61.25,25.78,0.73,3.12,13.77,0.00,3.70
26.3,-28.9,1316,19790523,15.55,10.45,79.98,55.51,1.05,2.73,8.4,15.05,1.91
26.3,-28.9,1316,19790524,18.01,8.53,88.58,59.86,1.14,2.49,10.29,5.83,1.92
26.3,-28.9,1316,19790525,19.28,6.93,92.84,47.49,0.97,1.74,14.11,0.05,2.19
26.3,-28.9,1316,19790526,18.81,3.96,84.65,38.15,0.82,1.86,15.06,0.00,2.28
26.3,-28.9,1316,19790527,19.13,5.66,86.19,41.97,0.88,2.14,14.78,0.00,2.40
26.3,-28.9,1316,19790528,20.13,5.8,81.84,46.23,0.97,2.09,13.99,0.00,2.32
26.3,-28.9,1316,19790529,20.53,10.06,85.46,50.29,1.16,2.05,12.73,5.06,2.25
26.3,-28.9,1316,19790530,20.34,8.72,89.28,52.08,1.13,2.22,12.75,3.75,2.24
26.3,-28.9,1316,19790531,18.47,5.81,92.12,46.78,0.93,1.23,14.32,0.27,1.87
26.3,-28.9,1316,19790601,18.22,7.36,90.28,52.24,1.15,2.28,8.32,5.75,1.66
26.3,-28.9,1316,19790602,20.05,8.2,92.32,53.63,1.16,1.28,12.18,0.04,1.80
26.3,-28.9,1316,19790603,20.95,7.25,91.71,47.49,1.06,1.45,13.81,0.00,2.06
26.3,-28.9,1316,19790604,19.28,7.15,86,47.95,0.98,2.02,13.71,0.00,2.18
26.3,-28.9,1316,19790605,19.37,7.71,79.5,46.85,1.04,2.35,10.81,0.18,2.14
26.3,-28.9,1316,19790606,17.25,5.95,93.81,45.62,0.86,1.63,13.37,0.06,1.92
26.3,-28.9,1316,19790607,19.57,3.54,80.6,40,0.81,1.5,13.92,0.00,2.05
26.3,-28.9,1316,19790608,19.9,6.76,85.2,37.22,0.9,2.4,12.69,0.01,2.45
26.3,-28.9,1316,19790609,21.21,6.48,77.63,31.69,0.84,2.78,12.59,0.00,2.87
26.3,-28.9,1316,19790610,17.4,7.6,59.32,31.06,0.74,3.71,13.92,0.00,3.03
26.3,-28.9,1316,19790611,10.64,2.64,71.22,37.05,0.55,3.51,10.5,0.00,2.08
26.3,-28.9,1316,19790612,7.56,-2.01,65.59,31.87,0.37,3.88,13.72,0.00,2.08
26.3,-28.9,1316,19790613,10.89,-3.15,72.49,25,0.39,2.64,14.33,0.00,2.06
26.3,-28.9,1316,19790614,11.54,-3.06,84.44,32.61,0.47,1.66,13.99,0.00,1.63
26.3,-28.9,1316,19790615,12.53,-0.57,79.16,37.47,0.52,1.69,13.76,0.00,1.71
26.3,-28.9,1316,19790616,13.9,-1.11,76.74,30.79,0.49,1.84,13.82,0.00,1.92
26.3,-28.9,1316,19790617,13.96,1.68,61.2,39.01,0.55,2.38,13.6,0.00,2.13
26.3,-28.9,1316,19790618,14.53,0.5,77.35,33.8,0.54,1.31,13.41,0.00,1.69
26.3,-28.9,1316,19790619,15.26,-1.23,77.53,35.76,0.56,1.14,13.7,0.00,1.62
26.3,-28.9,1316,19790620,15.87,-1.22,88.48,37.61,0.6,1.24,13.62,0.00,1.67
26.3,-28.9,1316,19790621,17.6,0.51,80.81,26.72,0.55,2.2,13.74,0.00,2.39
26.3,-28.9,1316,19790622,16.8,3.99,60.69,38.85,0.67,2.25,11.64,0.00,2.22
26.3,-28.9,1316,19790623,17.96,3.05,80.49,37.36,0.72,1.82,13.43,0.00,2.08
26.3,-28.9,1316,19790624,17.53,2.47,76.87,31.08,0.63,2.06,13.57,0.00,2.25
26.3,-28.9,1316,19790625,19.24,2.05,79.72,25.04,0.62,2.37,13.18,0.00,2.60
26.3,-28.9,1316,19790626,11.83,2.2,76.76,38.08,0.56,2.89,11.9,0.00,2.04
26.3,-28.9,1316,19790627,15.12,-2.29,73.98,25.62,0.41,1.77,13.89,0.00,2.07
26.3,-28.9,1316,19790628,16.8,-2,68.16,20.8,0.39,1.49,14.08,0.00,2.08
26.3,-28.9,1316,19790629,17.76,-1.55,63.8,16.15,0.36,1.71,14.21,0.00,2.34
26.3,-28.9,1316,19790630,18.18,-2.3,65.24,18.55,0.39,1.4,14.12,0.00,2.12
26.3,-28.9,1316,19790701,17.56,-1.42,61.65,15.83,0.33,1.4,14.11,0.00,2.13
26.3,-28.9,1316,19790702,15.97,3.02,76.56,36.74,0.61,2.85,13.62,0.00,2.51
26.3,-28.9,1316,19790703,15.54,3.15,88.41,34.72,0.64,2.38,13.58,0.00,2.22
26.3,-28.9,1316,19790704,15.49,0.86,81.2,33.72,0.59,1.86,13.7,0.00,2.00
26.3,-28.9,1316,19790705,15.33,0.65,83.13,28.1,0.52,1.9,13.94,0.00,2.11
26.3,-28.9,1316,19790706,16.25,0.74,64.51,31.31,0.54,2.08,13.55,0.00,2.25
26.3,-28.9,1316,19790707,13.77,4.71,68.62,35.09,0.52,2.05,10.57,0.06,2.16
26.3,-28.9,1316,19790708,14.22,2.02,71.38,32.49,0.58,2.58,11.12,1.24,2.18
26.3,-28.9,1316,19790709,13.68,2.75,80.42,47.51,0.71,3.31,12.09,2.33,2.07
26.3,-28.9,1316,19790710,14.25,4.9,92.19,51.82,0.75,1.91,9.95,0.51,1.75
26.3,-28.9,1316,19790711,15.81,2.63,80.09,40.57,0.68,1.95,14.02,0.00,2.06
26.3,-28.9,1316,19790712,15.15,1.95,77.2,41.98,0.73,2.45,13.31,4.23,2.01
26.3,-28.9,1316,19790713,15.93,5.27,94.58,47.21,0.85,2.06,11.31,2.24,1.87
26.3,-28.9,1316,19790714,18.78,4.57,88.23,38.75,0.87,2.45,13.56,0.94,2.34
26.3,-28.9,1316,19790715,16.99,7.38,92.22,59.8,1.07,2.02,11.37,9.40,1.76
26.3,-28.9,1316,19790716,19.24,6.04,88.22,39.96,0.91,2.49,13.8,1.77,2.45
26.3,-28.9,1316,19790717,19.68,5.97,71.53,32.14,0.78,2.87,13.22,0.15,2.88
26.3,-28.9,1316,19790718,18.07,0.55,92.08,33.31,0.7,1.77,14.51,0.00,2.17
26.3,-28.9,1316,19790719,16.46,5.38,75.26,44.98,0.82,2.42,10.74,1.37,2.11
26.3,-28.9,1316,19790720,15.35,6.41,82.3,60.48,0.99,3.28,10.11,11.85,1.83
26.3,-28.9,1316,19790721,9.07,2.93,89.96,49.7,0.67,3.14,11.58,2.59,1.60
26.3,-28.9,1316,19790722,13.07,1.19,90.46,48.39,0.69,2,12.79,0.00,1.75
26.3,-28.9,1316,19790723,14.34,0.34,85.15,30.43,0.59,2.74,15.24,0.00,2.35
26.3,-28.9,1316,19790724,8.77,-0.34,80.94,34.42,0.47,3.81,13.69,0.53,2.12
26.3,-28.9,1316,19790725,11.64,-3.46,81.14,33.41,0.46,1.44,15.42,0.00,1.79
26.3,-28.9,1316,19790726,14.09,-1.66,76.79,28.93,0.5,1.93,15.49,0.00,2.18
26.3,-28.9,1316,19790727,15.67,-0.51,72.87,27.41,0.5,1.53,15.38,0.00,2.19
26.3,-28.9,1316,19790728,16.85,-1.52,82.08,23.86,0.52,1.18,15.78,0.00,2.08
26.3,-28.9,1316,19790729,17.24,1.7,65.8,25.04,0.54,2.64,15.77,0.00,2.92
26.3,-28.9,1316,19790730,16.83,1.59,75.39,32.12,0.62,1.85,15.84,0.00,2.41
26.3,-28.9,1316,19790731,17.88,0.36,80.67,28.81,0.61,1.06,15.96,0.00,2.11
26.3,-28.9,1316,19790801,18.78,0.11,77.34,26.15,0.59,1.07,16.14,0.00,2.20
26.3,-28.9,1316,19790802,18.99,0.95,82.04,21.69,0.58,1.42,16.23,0.00,2.47
26.3,-28.9,1316,19790803,20.34,2.27,65.11,17.95,0.51,1.99,16.04,0.00,3.06
26.3,-28.9,1316,19790804,21.51,4.8,52.54,16.57,0.53,2.63,15.34,0.00,3.66
26.3,-28.9,1316,19790805,22.01,5.23,55.27,20.5,0.57,1.88,15.69,0.00,3.19
26.3,-28.9,1316,19790806,22.9,5.34,60.45,17.78,0.59,2.12,16.43,0.00,3.48
26.3,-28.9,1316,19790807,24.93,8.48,47.93,19.04,0.62,3.25,16.24,0.00,4.64
26.3,-28.9,1316,19790808,18.51,6.01,57.88,31.94,0.6,2.18,16.44,0.00,3.09
26.3,-28.9,1316,19790809,20.21,1.4,49.86,16.14,0.38,1.7,17.38,0.00,3.11
26.3,-28.9,1316,19790810,20.83,4.9,91.56,38.95,0.81,3.59,16.41,0.00,3.60
26.3,-28.9,1316,19790811,21.04,7.53,74.05,42.74,0.89,2.46,14.71,1.24,3.12
26.3,-28.9,1316,19790812,20.6,8.81,81.43,41.17,0.94,2.27,12.94,2.32,2.89
26.3,-28.9,1316,19790813,17.42,8.16,72.21,47.99,0.91,2.43,11.58,0.26,2.49
26.3,-28.9,1316,19790814,19.29,5.51,89.81,40.6,0.89,1.42,13.43,0.01,2.33
26.3,-28.9,1316,19790815,18.95,7.24,86.45,45.15,0.93,2.21,12.93,0.22,2.60
26.3,-28.9,1316,19790816,19.16,6.91,87.67,38.92,0.92,1.8,13.24,0.81,2.51
26.3,-28.9,1316,19790817,17.48,6.09,90.19,46.69,1,1.76,13.13,5.42,2.16
26.3,-28.9,1316,19790818,16.46,5.41,91.7,51.51,0.99,2.29,12.95,5.17,2.11
26.3,-28.9,1316,19790819,15.14,7.92,89.63,57.74,1.02,3.64,13.03,14.30,2.26
26.3,-28.9,1316,19790820,13.73,7.13,96.71,63.65,1,2.12,8.37,9.02,1.58
26.3,-28.9,1316,19790821,14.53,7.7,92.09,57.33,0.96,2.07,11.2,4.57,1.97
26.3,-28.9,1316,19790822,16.19,5.44,83.9,44.48,0.84,1.62,15.98,0.00,2.42
26.3,-28.9,1316,19790823,17.49,4.83,86.15,43.33,0.86,1.34,14.44,0.58,2.31
26.3,-28.9,1316,19790824,18.67,2.78,93.64,34.84,0.81,1.26,19.02,0.00,2.71
26.3,-28.9,1316,19790825,19.8,6.11,75.33,40.73,1,3.08,15.27,0.18,3.01
26.3,-28.9,1316,19790826,16.14,7.17,83.72,64.04,1.09,2.32,8.14,5.54,1.74
26.3,-28.9,1316,19790827,17.67,7.02,92.7,53.76,1.12,2.54,13.58,1.45,2.29
26.3,-28.9,1316,19790828,19.88,6.6,89.7,34.24,0.94,2.37,15.61,0.12,3.03
26.3,-28.9,1316,19790829,22.01,4.42,78.1,30.28,0.95,1.76,18.09,0.13,3.18
26.3,-28.9,1316,19790830,21.78,7.16,85.32,20.41,0.77,2.66,19.69,0.00,4.05
26.3,-28.9,1316,19790831,14.89,2.62,49.99,28.88,0.55,2.12,20.61,0.00,3.12
26.3,-28.9,1316,19790901,16.62,1.38,77.33,21.89,0.51,2.16,20.64,0.00,3.36
26.3,-28.9,1316,19790902,15.1,-0.15,77.89,16.72,0.5,2.4,19.54,0.00,3.15
26.3,-28.9,1316,19790903,16.13,-0.2,83.76,29.22,0.6,2.17,20.85,0.00,3.13
26.3,-28.9,1316,19790904,17.64,4.18,73.9,40.89,0.8,2.57,12.79,0.07,2.77
26.3,-28.9,1316,19790905,19.91,5.73,77.1,34.18,0.85,1.91,16.58,0.00,3.14
26.3,-28.9,1316,19790906,22.36,6.64,73.06,32.44,0.88,2.08,17.23,0.00,3.58
26.3,-28.9,1316,19790907,18.89,8.49,82.21,34.68,0.86,2.75,14.95,1.49,3.36
26.3,-28.9,1316,19790908,20.88,6.17,74.64,39.57,0.89,2.68,18.39,0.00,3.68
26.3,-28.9,1316,19790909,21.98,7.81,71.55,34.43,0.9,1.38,20.62,0.00,3.55
26.3,-28.9,1316,19790910,23.16,5.99,82.46,25.96,0.82,1.83,21.55,0.00,4.00
26.3,-28.9,1316,19790911,24.07,6.55,67.81,12.29,0.58,2.04,22.43,0.00,4.58
26.3,-28.9,1316,19790912,25.91,8.17,41.23,17.07,0.65,2.65,21.91,0.00,5.22
26.3,-28.9,1316,19790913,22.08,7.07,64.03,20.86,0.62,1.96,22.15,0.00,4.29
26.3,-28.9,1316,19790914,25.23,8.76,73.74,24.21,0.93,3.25,16.98,0.61,4.70
26.3,-28.9,1316,19790915,25.54,11.15,77.4,18.83,0.87,3.95,18.65,2.86,5.56
26.3,-28.9,1316,19790916,20.68,6.02,90.28,22.79,0.72,2.09,22.49,0.00,4.10
26.3,-28.9,1316,19790917,21.37,5.28,62.59,21.24,0.6,1.76,21.81,0.00,4.07
26.3,-28.9,1316,19790918,24.06,4.12,62.57,17.83,0.6,2.18,23.45,0.00,4.76
26.3,-28.9,1316,19790919,26.06,9.22,59.47,31.52,1.05,2.74,21.23,0.36,4.84
26.3,-28.9,1316,19790920,24.4,13.15,79.73,54.5,1.44,3.51,15.09,11.92,3.88
26.3,-28.9,1316,19790921,26.51,10.63,88.39,21.29,0.85,2.17,21.8,0.00,4.98
26.3,-28.9,1316,19790922,25.35,8.95,54.4,18.05,0.77,3.17,22.55,0.00,5.53
26.3,-28.9,1316,19790923,20.87,9.03,71.27,28.47,0.75,2.67,23.48,0.01,4.68
26.3,-28.9,1316,19790924,22.81,3.78,58.16,17.13,0.55,2.06,24.52,0.00,4.73
