Longitude,Latitude,Elevation,Date,Tmax,Tmin,RHmax,RHmin,VPmean,WSmean,SR,Pr,ETo
31.9,-28.7,52,19790131,25.93,21.06,83.17,56.39,2.01,2.15,14.26,0.61,3.72
31.9,-28.7,52,19790201,29.75,20.87,76.81,47.44,1.95,1.9,19.05,0.12,4.86
31.9,-28.7,52,19790202,27.44,19.77,82.99,50.85,1.93,1.6,16.09,0.13,3.92
31.9,-28.7,52,19790203,30.31,18.72,84.12,44.24,2.05,2.06,27.26,0.00,5.85
31.9,-28.7,52,19790204,36.76,19.15,80.48,22.59,2.05,3.45,30.14,0.00,8.36
31.9,-28.7,52,19790205,36.15,21.31,81.96,30.12,2.41,2.11,29,0.03,7.09
31.9,-28.7,52,19790206,32.32,22.57,90.68,45.71,2.65,1.72,21.54,0.59,5.04
31.9,-28.7,52,19790207,40.48,22.95,82.5,25.7,2.4,2.76,27.62,0.19,8.32
31.9,-28.7,52,19790208,26.58,22.76,93.8,63.05,2.56,2.85,7.03,1.76,2.36
31.9,-28.7,52,19790209,36.41,22.72,85.18,29.38,2.47,2.88,27.43,0.01,7.41
31.9,-28.7,52,19790210,33.69,23.29,85.81,47.64,2.65,2.57,21.94,5.72,5.72
31.9,-28.7,52,19790211,31.62,22.74,80.94,52.73,2.53,2,21.48,0.75,5.12
31.9,-28.7,52,19790212,35.14,21.75,87.57,39.58,2.47,2.06,25.84,0.87,6.35
31.9,-28.7,52,19790213,35.53,23.39,82.19,39.53,2.48,2.62,23.86,0.36,6.59
31.9,-28.7,52,19790214,36.7,24.32,80.58,37.25,2.51,2.64,22.84,3.52,6.73
31.9,-28.7,52,19790215,38.19,23.63,84.14,30.61,2.46,3.59,26.87,0.11,8.27
31.9,-28.7,52,19790216,41.09,24.8,71.43,27.29,2.46,3.3,25.41,1.96,8.65
31.9,-28.7,52,19790217,31.69,23.01,84.49,50.25,2.57,2.95,18.45,0.97,4.98
31.9,-28.7,52,19790218,38.81,24.65,85.45,35.87,2.74,2.62,22.74,4.86,6.91
31.9,-28.7,52,19790219,26.03,21.13,92.44,66.33,2.23,4.84,16.88,9.56,4.18
31.9,-28.7,52,19790220,25.96,20.75,82.47,60.37,2.1,2.56,16.99,0.90,3.97
31.9,-28.7,52,19790221,35.29,20.38,76.95,35.84,2.15,3.94,27.75,0.00,7.81
31.9,-28.7,52,19790222,36.71,23.01,78.09,37.68,2.47,2.62,26.41,1.95,7.12
31.9,-28.7,52,19790223,24.69,21.87,97.6,79.27,2.55,3.18,8.66,11.75,2.12
31.9,-28.7,52,19790224,29.62,21.76,99.74,66.61,2.7,1.83,19.64,7.14,4.16
31.9,-28.7,52,19790225,33.91,23.08,84.8,47.36,2.6,3.46,23.52,0.00,6.33
31.9,-28.7,52,19790226,34.46,23.03,76.5,38.33,2.39,3.34,26.55,0.00,7.10
31.9,-28.7,52,19790227,35.1,22.8,76.54,40.06,2.42,3.6,26.81,0.00,7.34
31.9,-28.7,52,19790228,37.6,23.92,77.59,34.66,2.51,4.4,26.06,0.00,8.36
31.9,-28.7,52,19790301,28.95,21.92,70.02,56.69,2.18,4.61,11.05,0.71,4.50
31.9,-28.7,52,19790302,28.12,21.12,79.12,56.39,2.2,2.5,14.1,0.22,3.80
31.9,-28.7,52,19790303,23.72,17.95,93.62,80.97,2.25,4.34,5.06,17.47,1.55
31.9,-28.7,52,19790304,21.9,17.57,86.32,59.7,1.74,4.99,16.56,4.08,3.67
31.9,-28.7,52,19790305,23.69,16.59,74.54,53.13,1.7,2.67,17.92,0.19,3.76
31.9,-28.7,52,19790306,25.89,16.94,84.12,55.53,1.87,1.61,16.75,0.11,3.50
31.9,-28.7,52,19790307,32.06,17.25,88.77,43.4,2.15,2.74,25.8,0.00,5.78
31.9,-28.7,52,19790308,32.11,19.82,89.31,44.16,2.23,2.96,23.48,0.00,5.73
31.9,-28.7,52,19790309,32.64,20.53,76.24,41.41,2.17,3.42,24.76,0.00,6.37
31.9,-28.7,52,19790310,32.96,21.77,75.05,37.97,2.05,3.42,24.15,0.00,6.68
31.9,-28.7,52,19790311,34.74,20.74,77.55,29.08,2.02,3.31,25.65,0.00,7.12
31.9,-28.7,52,19790312,29.3,21.64,83.12,56.62,2.35,1.44,18.75,1.37,4.07
31.9,-28.7,52,19790313,32.23,21.06,85.3,32.76,2.18,2.01,23.11,0.03,5.40
31.9,-28.7,52,19790314,34.52,21.22,86.26,34.62,2.22,2.48,24.19,0.00,6.18
31.9,-28.7,52,19790315,35.55,21.17,82.33,32.7,2.22,3.35,24.01,0.00,6.88
31.9,-28.7,52,19790316,36.25,21.62,81.59,25.67,2.15,3.87,23.83,0.00,7.49
31.9,-28.7,52,19790317,36.6,22.02,72.88,29.4,2.15,3.07,22.3,0.03,6.86
31.9,-28.7,52,19790318,32.39,22.85,90.36,45.88,2.65,2.52,17.03,0.48,4.49
31.9,-28.7,52,19790319,30.42,22.94,82,58.37,2.51,3.55,17.75,0.09,4.73
31.9,-28.7,52,19790320,33.77,21.24,80.11,43.46,2.49,2.11,18.45,3.05,4.75
31.9,-28.7,52,19790321,35.71,22.14,92.35,43.86,2.59,3.34,20.11,22.56,5.96
31.9,-28.7,52,19790322,22.91,20.17,85.55,68.09,1.9,3.64,8.22,2.03,2.87
31.9,-28.7,52,19790323,25.83,18.79,81.41,57.96,2,1.84,13.82,0.92,3.12
31.9,-28.7,52,19790324,31.85,20.78,83.14,52.08,2.35,3.44,21.88,0.00,5.44
31.9,-28.7,52,19790325,30.31,22.83,78.26,57.27,2.42,3.86,16.04,0.09,4.69
31.9,-28.7,52,19790326,31.14,23.21,81.83,54.65,2.44,3.19,18.21,0.31,4.92
31.9,-28.7,52,19790327,31.23,22.21,89.65,57.32,2.52,1.87,18.83,1.06,4.29
31.9,-28.7,52,19790328,23.22,18.95,93.14,76.07,2.26,3.25,7.53,44.01,1.75
31.9,-28.7,52,19790329,23.09,18.03,82.73,62.08,1.71,5.31,16.92,2.05,4.09
31.9,-28.7,52,19790330,23.36,17.68,82.76,55.99,1.67,3.3,19.04,0.27,3.97
31.9,-28.7,52,19790331,27.99,16.18,89.14,46.55,1.75,2.16,20,0.02,4.23
31.9,-28.7,52,19790401,25.35,17.21,85.9,67.25,2.1,2.68,15.9,0.24,3.07
31.9,-28.7,52,19790402,25.59,19.49,86.88,69.8,2.24,1.47,12.88,0.70,2.62
31.9,-28.7,52,19790403,26.16,19.72,89.52,63.66,2.32,1.53,15.95,1.16,3.02
31.9,-28.7,52,19790404,30.47,21.24,82.95,48.38,2.27,3.42,17.51,0.04,4.69
31.9,-28.7,52,19790405,32.45,19.85,86.65,49.93,2.39,2.4,20.49,0.00,4.73
31.9,-28.7,52,19790406,28.65,20.71,92.58,61.43,2.52,1.61,15.12,0.46,3.13
31.9,-28.7,52,19790407,31.35,22.15,92.62,49.78,2.5,2.45,19.1,0.01,4.46
31.9,-28.7,52,19790408,32,19.52,95.72,45.19,2.28,2.59,20.75,0.00,4.80
31.9,-28.7,52,19790409,32.5,18.87,89.7,40.25,2.29,2.42,20.95,0.00,4.77
31.9,-28.7,52,19790410,33.98,20.15,95.92,33.95,2.05,3.08,20.48,0.00,5.75
31.9,-28.7,52,19790411,32.51,20.26,72.74,39.1,2.09,2.64,19.99,0.00,5.08
31.9,-28.7,52,19790412,34.4,19.57,86.73,31.56,2.26,2.73,19.52,0.02,5.18
31.9,-28.7,52,19790413,25.62,21.91,84.61,65.81,2.26,1.79,8.36,1.88,2.29
31.9,-28.7,52,19790414,24.5,20.1,93.9,82.31,2.4,1.97,8.49,11.10,1.82
31.9,-28.7,52,19790415,24.38,19.41,85.96,68.66,1.96,2.37,12.72,2.35,2.88
31.9,-28.7,52,19790416,29.12,18.65,74.27,42.91,1.82,3.6,19.16,0.01,4.94
31.9,-28.7,52,19790417,30.4,17.62,81.06,42.38,1.85,3.61,19.05,0.00,5.03
31.9,-28.7,52,19790418,24.42,20.32,91.29,77.61,2.33,1.47,7.05,4.98,1.68
31.9,-28.7,52,19790419,30.65,19.68,73.95,43.02,2.05,2.85,16.93,0.87,4.41
31.9,-28.7,52,19790420,25.21,19.36,90.5,71.79,2.22,2.48,12.83,9.57,2.61
31.9,-28.7,52,19790421,23.51,18.52,95.68,78.03,2.14,1.48,11.13,17.68,2.06
31.9,-28.7,52,19790422,25.8,16.7,95.39,57.2,1.98,1.77,15.42,0.08,2.84
31.9,-28.7,52,19790423,28.31,16.35,91.85,54.08,2.01,2.11,17.68,0.00,3.47
31.9,-28.7,52,19790424,27.63,18.69,96.51,65.13,2.21,1.7,12.12,12.32,2.64
31.9,-28.7,52,19790425,27.33,17.43,90.08,53.1,2.03,1.66,17.52,0.19,3.20
31.9,-28.7,52,19790426,25.91,17.91,92.97,61.56,2.09,1.88,14.07,0.08,2.70
31.9,-28.7,52,19790427,26.57,16.76,89.46,47.09,1.86,1.63,16.87,0.00,3.10
31.9,-28.7,52,19790428,27.73,16.75,92.8,56.72,2.11,1.51,16.5,0.00,2.96
31.9,-28.7,52,19790429,27.09,18.22,93.07,62.58,2.38,1.28,12.56,0.12,2.30
31.9,-28.7,52,19790430,29.89,21.59,89.64,49.65,2.34,1.76,14.2,0.03,3.23
31.9,-28.7,52,19790501,32.63,19.57,95.96,48.43,2.35,2.74,16.26,0.00,4.14
31.9,-28.7,52,19790502,34.67,20.48,84.74,54.86,2.15,2.32,16.34,0.00,4.53
31.9,-28.7,52,19790503,36.08,19.54,97.87,29.77,2.03,2.65,16.52,0.00,5.07
31.9,-28.7,52,19790504,26.72,19.23,94.95,76.25,2.2,3.72,6.83,8.49,2.52
31.9,-28.7,52,19790505,20.03,17.83,94.45,87.39,2.09,1.87,3.75,21.53,0.89
31.9,-28.7,52,19790506,22.96,18.29,90.75,73.65,1.91,2.7,10.04,0.28,2.29
31.9,-28.7,52,19790507,18.71,14.2,84.35,71,1.51,4.32,6.21,7.29,1.89
31.9,-28.7,52,19790508,17.63,12.18,90.84,74.96,1.44,4.27,10.77,8.02,1.80
31.9,-28.7,52,19790509,19.29,13.89,82.07,61.59,1.46,3.26,10.54,3.20,2.16
31.9,-28.7,52,19790510,21.09,15.23,90.44,65.96,1.66,2.36,11.11,1.28,2.08
31.9,-28.7,52,19790511,22.46,15.53,87.73,61.52,1.7,1.74,11.55,0.50,2.11
31.9,-28.7,52,19790512,24.36,13.44,93.39,50.33,1.59,1.57,15.63,0.00,2.54
31.9,-28.7,52,19790513,23.77,12.7,87.36,49.22,1.52,1.49,15.42,0.00,2.44
31.9,-28.7,52,19790514,24.86,13.02,85.77,44.85,1.53,2.05,15.42,0.00,2.78
31.9,-28.7,52,19790515,26.47,12.99,83.51,35.72,1.48,1.61,15.5,0.00,2.83
31.9,-28.7,52,19790516,25.04,12.64,84.11,47.33,1.52,2.3,14.64,0.00,2.82
31.9,-28.7,52,19790517,25.79,14.23,86.96,47.03,1.61,2.69,15.24,0.00,3.11
31.9,-28.7,52,19790518,27.02,14.44,89.23,44.28,1.67,2.65,15.11,0.03,3.21
31.9,-28.7,52,19790519,19.67,16.44,93.91,76.92,1.72,2.6,6.99,6.34,1.61
31.9,-28.7,52,19790520,27.05,15.25,88.31,43.51,1.66,2.39,14.65,0.01,3.14
31.9,-28.7,52,19790521,22.49,17.42,91.04,66.22,1.95,2.26,9.28,1.50,1.81
31.9,-28.7,52,19790522,24.59,15.95,93.5,60.19,1.98,2.01,10.37,1.46,1.96
31.9,-28.7,52,19790523,26.74,17.53,86.63,44.27,1.79,3.7,14.26,0.04,3.57
31.9,-28.7,52,19790524,28.34,18.44,75.61,38.72,1.64,3.43,12.67,0.45,4.06
31.9,-28.7,52,19790525,23.69,16.55,90.1,68.9,1.92,1.88,10.92,0.44,1.95
31.9,-28.7,52,19790526,23.99,17.47,86.01,56.72,1.73,3.2,12.09,1.78,2.84
31.9,-28.7,52,19790527,21.76,15.9,80.67,62.64,1.68,3.3,9.65,0.48,2.21
31.9,-28.7,52,19790528,24.83,13.19,90.71,50.11,1.62,1.87,13.5,0.00,2.37
31.9,-28.7,52,19790529,26.26,14.31,94.57,46.6,1.67,2.19,13.4,0.00,2.69
31.9,-28.7,52,19790530,29.51,15.71,84.13,37.08,1.68,1.49,13.85,0.00,2.79
31.9,-28.7,52,19790531,22.44,15.69,84.41,72.08,1.75,3.4,9.11,0.34,2.13
31.9,-28.7,52,19790601,22.37,17.09,84.61,69.38,1.76,1.65,7.09,0.23,1.69
31.9,-28.7,52,19790602,25.76,16.61,92.6,53.51,1.84,2.15,12.34,0.04,2.47
31.9,-28.7,52,19790603,26.45,14.42,93.02,41.93,1.66,2.38,13.51,0.00,2.79
31.9,-28.7,52,19790604,25.28,14.4,92.45,44.69,1.51,3.41,13.71,0.00,3.26
31.9,-28.7,52,19790605,28.2,14.03,72.74,27.19,1.21,2.38,13.64,0.00,3.59
31.9,-28.7,52,19790606,24.85,14.44,86.17,59.74,1.7,3.27,12.34,0.02,2.68
31.9,-28.7,52,19790607,23.41,16.6,85.53,58.35,1.78,2.35,10.91,0.02,2.17
31.9,-28.7,52,19790608,26.72,14.4,93.46,47.62,1.64,2.27,12.88,0.00,2.74
31.9,-28.7,52,19790609,31.19,13.07,74.22,18.15,0.98,2.18,13.58,0.00,3.94
31.9,-28.7,52,19790610,33.76,19.81,37.92,15.61,0.82,3.12,13.66,0.00,5.85
31.9,-28.7,52,19790611,24.32,16.27,71.55,36,1.28,1.91,10,0.81,2.66
31.9,-28.7,52,19790612,17.88,13.65,49.24,19.57,0.64,4.64,9.06,0.05,4.42
31.9,-28.7,52,19790613,14.51,11.18,86.05,50.75,1.03,4.97,8.76,5.35,2.26
31.9,-28.7,52,19790614,16.51,10.45,89.32,66.16,1.21,2.44,8.65,4.53,1.54
31.9,-28.7,52,19790615,19.61,8.06,85.29,45.05,1.08,1.72,12.33,0.00,1.90
31.9,-28.7,52,19790616,21.17,8.32,82.66,31.79,1.03,1.79,13.44,0.00,2.20
31.9,-28.7,52,19790617,20.96,9.38,85.92,46.61,1.21,2.28,11.15,0.00,2.11
31.9,-28.7,52,19790618,23.48,10.7,83.83,35.93,1.12,2.35,12.93,0.00,2.76
31.9,-28.7,52,19790619,25.47,10.06,77.26,26.99,0.99,1.65,13.28,0.00,2.66
31.9,-28.7,52,19790620,23.28,10.28,72.04,32.64,0.98,1.68,13.17,0.00,2.49
31.9,-28.7,52,19790621,20.27,10.68,91.89,64.27,1.44,1.98,8.96,0.39,1.55
31.9,-28.7,52,19790622,21.93,14.97,91.9,54.22,1.49,2.73,9.84,0.29,2.31
31.9,-28.7,52,19790623,24.84,12.94,87.38,38.54,1.31,2.23,13.09,0.00,2.77
31.9,-28.7,52,19790624,27.25,12.08,79.97,28.29,1.15,2.02,13.17,0.00,3.08
31.9,-28.7,52,19790625,25.78,13.04,71.08,34.61,1.28,2.04,12.8,0.00,2.80
31.9,-28.7,52,19790626,27.46,13.58,69.72,38.56,1.16,3.52,12.09,0.08,4.22
31.9,-28.7,52,19790627,22.18,10.94,61.74,26.82,0.8,1.78,13.22,0.00,2.68
31.9,-28.7,52,19790628,22.19,10.24,68.94,35.21,1.02,2.19,13.18,0.00,2.65
31.9,-28.7,52,19790629,26.6,11.37,75.38,22.48,0.91,1.85,13.35,0.00,3.08
31.9,-28.7,52,19790630,22.12,9.54,85.53,54.65,1.31,2.51,11.85,0.00,2.21
31.9,-28.7,52,19790701,21.03,14.34,96.54,49.83,1.46,2.32,10.43,0.54,2.08
31.9,-28.7,52,19790702,18.67,12.83,93.93,75.64,1.52,1.74,7.6,8.16,1.30
31.9,-28.7,52,19790703,21.15,11.96,89.19,45.28,1.21,2.79,11.9,0.01,2.57
31.9,-28.7,52,19790704,23.58,11.7,74.39,29.91,0.95,3.56,13.57,0.00,3.89
31.9,-28.7,52,19790705,24.94,12.11,68.38,23.57,0.87,3.53,13.71,0.00,4.32
31.9,-28.7,52,19790706,25.26,12.11,54.24,19.47,0.79,2.2,13.82,0.00,3.45
31.9,-28.7,52,19790707,17.4,12.6,82.27,59.24,1.22,4.31,5.66,0.45,2.19
31.9,-28.7,52,19790708,14.97,11.58,88.64,75.83,1.19,3.81,5.48,5.61,1.61
31.9,-28.7,52,19790709,17.63,12.09,82.08,55.87,1.21,1.84,8.62,0.18,1.69
31.9,-28.7,52,19790710,20.46,10.04,84.52,51.43,1.24,2.11,11.9,0.10,2.06
31.9,-28.7,52,19790711,20.73,10.2,93.6,53.36,1.28,1.66,12.14,0.17,1.91
31.9,-28.7,52,19790712,22.76,10.79,91.67,41.77,1.31,2.63,13.39,0.00,2.57
31.9,-28.7,52,19790713,26.26,12.07,89,28.71,1.2,1.93,12.86,0.00,2.91
31.9,-28.7,52,19790714,24.02,10.61,85.23,46.21,1.38,1.47,13.4,0.00,2.18
31.9,-28.7,52,19790715,27.05,11.1,91.37,39.74,1.56,2.18,13.02,0.19,2.70
31.9,-28.7,52,19790716,23.63,15.14,85.26,47.71,1.58,1.91,10.53,0.03,2.23
31.9,-28.7,52,19790717,30.46,13.25,88.25,28.63,1.28,2.07,13.84,0.00,3.60
31.9,-28.7,52,19790718,21.88,16.58,84.89,58.98,1.62,2.32,9.99,0.07,2.21
31.9,-28.7,52,19790719,25.11,15.26,90.37,48.81,1.7,1.99,12.57,0.06,2.46
31.9,-28.7,52,19790720,22.76,16.43,86.63,62.94,1.73,1.64,7.9,0.64,1.80
31.9,-28.7,52,19790721,24.58,15.72,88.97,56.21,1.6,3.2,8.1,4.97,2.79
31.9,-28.7,52,19790722,25.28,10.69,52.15,20.8,0.75,2.15,14.56,0.00,3.57
31.9,-28.7,52,19790723,27.76,11.53,59.27,20.41,0.8,2.5,14.89,0.00,4.19
31.9,-28.7,52,19790724,17.79,12.36,70.74,32.2,0.83,6.15,9.89,0.35,4.26
31.9,-28.7,52,19790725,15.83,11.02,72.65,43.61,0.9,5.07,10.1,0.11,3.10
31.9,-28.7,52,19790726,18.99,9.38,71.22,44.09,0.99,2.02,13.71,0.01,2.38
31.9,-28.7,52,19790727,23.44,7.98,85.57,26.61,0.92,1.41,14.95,0.00,2.59
31.9,-28.7,52,19790728,22.29,9.1,80.06,50.29,1.27,2.39,14.02,0.00,2.53
31.9,-28.7,52,19790729,23.19,11.28,85.15,47.47,1.4,2.14,13.08,0.04,2.48
31.9,-28.7,52,19790730,27.22,12.21,84.91,23.06,1.14,3.26,15.42,0.00,4.33
31.9,-28.7,52,19790731,27.01,12.46,75.49,29.23,1.26,2.62,15.55,0.00,3.74
31.9,-28.7,52,19790801,27.8,11.78,83.31,27.84,1.23,2.28,15.66,0.00,3.66
31.9,-28.7,52,19790802,25.49,12.8,85.59,36.73,1.46,1.92,14.88,0.00,2.88
31.9,-28.7,52,19790803,27.63,10.5,84.84,29.85,1.43,2.19,15.73,0.00,3.29
31.9,-28.7,52,19790804,29.95,14.49,91.24,25.84,1.26,3.78,15.44,0.00,5.23
31.9,-28.7,52,19790805,27.17,14.7,72.2,33.53,1.3,2.32,15.48,0.00,3.73
31.9,-28.7,52,19790806,30.67,11.76,81.11,27.2,1.21,1.9,15.78,0.00,3.84
31.9,-28.7,52,19790807,35.39,16.8,39.77,12.14,0.88,2.27,16.12,0.00,5.28
31.9,-28.7,52,19790808,30.02,18.16,82.94,32.22,1.43,3.28,15.5,0.12,4.99
31.9,-28.7,52,19790809,20.42,15.17,67.03,40.02,1.19,3.16,11.77,0.15,3.22
31.9,-28.7,52,19790810,20.39,13.71,80.84,52.14,1.32,2.18,9.95,0.20,2.33
31.9,-28.7,52,19790811,28.5,15.89,76.97,32.52,1.44,3.57,16.24,0.00,4.74
31.9,-28.7,52,19790812,21.82,15.18,78.28,50.9,1.4,3.13,10.91,0.12,2.96
31.9,-28.7,52,19790813,25.3,12.08,82.7,36.66,1.34,1.78,15.86,0.00,3.08
31.9,-28.7,52,19790814,21.37,13.36,90.6,58.37,1.5,3.07,12.24,0.30,2.52
31.9,-28.7,52,19790815,21.9,14.51,78.7,55.58,1.48,2.18,10.76,0.30,2.44
31.9,-28.7,52,19790816,27.33,13.97,92.33,40.41,1.56,3.03,16.08,1.86,3.88
31.9,-28.7,52,19790817,16.25,14.01,90.52,71.92,1.51,2.25,3.39,5.47,1.08
31.9,-28.7,52,19790818,15.44,13.35,96.15,86.53,1.55,1.63,3.79,20.19,0.85
31.9,-28.7,52,19790819,23.02,12.89,97.05,55.65,1.52,2.04,12.18,8.22,2.50
31.9,-28.7,52,19790820,22.11,13.76,96.72,61.44,1.71,3,9.17,6.04,2.05
31.9,-28.7,52,19790821,23.67,16.87,86.68,62.63,1.77,3.89,12.32,2.25,3.05
31.9,-28.7,52,19790822,25.46,14.39,78.07,40.98,1.58,2,17.33,0.01,3.32
31.9,-28.7,52,19790823,24.32,13.87,93.62,56.26,1.71,1.42,14.5,0.01,2.57
31.9,-28.7,52,19790824,22.58,15.94,83.41,56.96,1.7,1.93,13.2,0.28,2.53
31.9,-28.7,52,19790825,27.8,14.34,90.05,38.93,1.66,2.88,15.74,0.01,3.85
31.9,-28.7,52,19790826,30.14,16.86,79.57,36.13,1.74,3.4,15.06,0.06,4.62
31.9,-28.7,52,19790827,25.15,17.01,84.77,49.85,1.75,2.11,14.41,1.46,3.12
31.9,-28.7,52,19790828,29.27,16.45,91.85,40.57,1.85,2.54,17.75,0.12,4.10
31.9,-28.7,52,19790829,24.54,17.41,81.29,53.18,1.81,2.11,14.81,0.41,3.05
31.9,-28.7,52,19790830,33.33,17.6,93.35,37.85,1.95,2.69,17.55,0.07,4.91
31.9,-28.7,52,19790831,22.17,16.42,92.86,70,1.73,2.68,11.95,0.54,2.59
31.9,-28.7,52,19790901,18.43,15.03,88.88,65.14,1.54,2.31,7.45,5.03,1.78
31.9,-28.7,52,19790902,16.96,11.91,92.84,61.18,1.31,4.3,6.02,9.34,1.90
31.9,-28.7,52,19790903,17.06,10.9,84.26,67.92,1.3,3.27,11.87,6.36,2.09
31.9,-28.7,52,19790904,20.23,12.5,89.04,49.47,1.27,1.77,13.58,0.22,2.63
31.9,-28.7,52,19790905,23.42,10.66,85.13,38.02,1.2,2.77,20.43,0.00,3.98
31.9,-28.7,52,19790906,27.57,11.58,73.87,34.22,1.26,3.23,20.57,0.00,4.96
31.9,-28.7,52,19790907,18.5,14.31,82.97,69.68,1.39,5.31,5.14,1.80,2.45
31.9,-28.7,52,19790908,18.57,12.11,64.92,42.52,1.02,2.35,12.03,0.24,2.93
31.9,-28.7,52,19790909,25.47,9.66,72.49,31.73,1.08,2.81,21.14,0.00,4.59
31.9,-28.7,52,19790910,28.67,12.04,74.9,26.48,1.18,3.63,21.43,0.00,5.72
31.9,-28.7,52,19790911,30.39,14.08,70.03,27.72,1.36,3.92,21.45,0.00,6.14
31.9,-28.7,52,19790912,33.59,15.55,72.68,18.43,1.52,3.75,21.81,0.11,6.69
31.9,-28.7,52,19790913,19.38,15.4,77.54,55.87,1.39,3.6,8.12,0.65,2.69
31.9,-28.7,52,19790914,24.2,14.88,74.12,47.05,1.48,3.46,13.65,0.02,3.75
31.9,-28.7,52,19790915,31.64,17.46,79.05,32.43,1.78,2.92,16.89,0.58,5.04
31.9,-28.7,52,19790916,21.17,15.9,76.71,56.38,1.59,3.49,13.27,0.91,3.01
31.9,-28.7,52,19790917,26.01,14.25,83.18,37.91,1.6,1.88,15.87,1.20,3.46
31.9,-28.7,52,19790918,19.74,16.47,90.7,77.02,1.85,2.01,5.85,9.89,1.42
31.9,-28.7,52,19790919,23.06,16.72,90.36,59.82,1.87,2.05,8.44,1.26,2.14
31.9,-28.7,52,19790920,25.73,18.7,80.27,57.19,1.86,5.12,11.33,1.18,3.99
31.9,-28.7,52,19790921,29.51,18.22,83.75,52.47,1.92,2.9,21.3,0.28,5.02
31.9,-28.7,52,19790922,32.98,15.66,88.76,42.35,1.91,2.59,21.48,0.04,5.39
31.9,-28.7,52,19790923,23.66,16.6,89.32,68.86,1.88,2.47,10.88,7.95,2.57
31.9,-28.7,52,19790924,19.01,15.95,92.8,73.05,1.78,1.27,5.81,5.05,1.36
31.9,-28.7,52,19790925,23.67,16.82,89.97,65.13,1.9,3.52,9.27,1.55,2.59
31.9,-28.7,52,19790926,22.23,17.15,87.68,65.03,1.82,3.37,7.94,4.75,2.37
31.9,-28.7,52,19790927,24.14,16.92,91.45,57.37,1.81,2.88,11.38,2.02,2.97
31.9,-28.7,52,19790928,33.44,18.04,83.97,39.55,1.93,2.47,18.77,0.01,5.29
31.9,-28.7,52,19790929,33.95,18.07,83.89,33.97,1.9,3.24,13.78,2.16,5.37
