Longitude,Latitude,Elevation,Date,Tmax,Tmin,RHmax,RHmin,VPmean,WSmean,SR,Pr,ETo
29.7,-23.8,1217,19790131,22.91,16.53,88.09,60.18,1.67,3.97,17.85,1.88,4.08
29.7,-23.8,1217,19790201,27.33,15.54,83.24,41.47,1.54,2.89,24.31,0.12,5.63
29.7,-23.8,1217,19790202,28.19,15.74,83.27,39.18,1.49,2.56,25.23,0.37,5.85
29.7,-23.8,1217,19790203,25.72,15.15,85.17,41.63,1.42,2.5,23.15,0.52,5.19
29.7,-23.8,1217,19790204,29.3,12.88,82.12,32.69,1.38,1.91,30.01,0.00,6.26
29.7,-23.8,1217,19790205,30.71,15.24,71.64,30.69,1.51,2,27.51,0.02,6.23
29.7,-23.8,1217,19790206,29.75,17.92,77.09,40.93,1.62,2.54,26.45,0.35,6.29
29.7,-23.8,1217,19790207,32.24,17.56,81.92,38,1.82,1.56,26.94,3.06,6.05
29.7,-23.8,1217,19790208,29.29,19.05,78.59,42.21,1.77,3.47,26.32,2.23,6.48
29.7,-23.8,1217,19790209,28.47,16.07,86.59,40.69,1.63,2.57,27.87,0.02,6.07
29.7,-23.8,1217,19790210,29.02,17.61,85.62,42.7,1.67,2.7,25.63,0.77,6.02
29.7,-23.8,1217,19790211,28.66,16.55,81.51,31.72,1.4,2.93,29.09,0.00,6.72
29.7,-23.8,1217,19790212,29.78,16.2,75.75,34.55,1.47,2.42,28.06,0.36,6.44
29.7,-23.8,1217,19790213,29.73,16.14,77.61,35.71,1.48,3.11,28.62,0.00,6.81
29.7,-23.8,1217,19790214,29.84,16.46,82.44,39.22,1.77,1.66,26,7.48,5.58
29.7,-23.8,1217,19790215,29.62,18.03,78.91,43.73,1.93,1.59,25.83,8.70,5.49
29.7,-23.8,1217,19790216,29.93,18.28,81.19,43.91,1.91,1.28,25.74,4.16,5.41
29.7,-23.8,1217,19790217,27.87,19.06,82.09,61.13,2.08,1.88,21.27,12.55,4.63
29.7,-23.8,1217,19790218,28.81,18.81,89.16,58.19,2.13,1.38,22.12,10.59,4.69
29.7,-23.8,1217,19790219,25.48,17.53,89.53,71.84,2.03,2.74,17.46,16.98,3.78
29.7,-23.8,1217,19790220,21.61,16.45,89.54,70.46,1.8,4.66,15.54,3.47,3.20
29.7,-23.8,1217,19790221,24.32,16.37,83.96,54.78,1.71,2.99,19.52,1.08,4.25
29.7,-23.8,1217,19790222,26.88,16.44,83.7,47.28,1.76,1.98,22.86,0.77,4.80
29.7,-23.8,1217,19790223,26.89,17.34,85.01,44.78,1.75,3.83,25.93,0.24,5.75
29.7,-23.8,1217,19790224,25.38,16.93,86.46,50.62,1.75,3.95,20.38,1.58,4.73
29.7,-23.8,1217,19790225,27.28,16.89,88.08,45.89,1.67,2.47,22.94,0.13,5.16
29.7,-23.8,1217,19790226,28.07,15.57,80.29,39.86,1.57,2.69,26.75,0.02,5.84
29.7,-23.8,1217,19790227,25.91,14.83,87.21,50.91,1.79,3.42,21.58,1.13,4.53
29.7,-23.8,1217,19790228,25.52,17.73,90.08,52.87,1.83,3.38,21.2,2.31,4.68
29.7,-23.8,1217,19790301,25.96,17.89,90.79,64.51,1.97,2.21,19.67,4.85,4.15
29.7,-23.8,1217,19790302,24.43,17.75,92.65,57.14,1.93,3.75,18.44,5.26,3.98
29.7,-23.8,1217,19790303,25.34,17.39,95.92,69.14,1.97,1.94,16.3,31.63,3.52
29.7,-23.8,1217,19790304,19.78,13.61,88.83,71.7,1.61,3.05,10.52,6.29,2.25
29.7,-23.8,1217,19790305,23.81,10.91,91.46,50.63,1.54,1.16,22.29,0.58,3.92
29.7,-23.8,1217,19790306,25.69,13.01,87.64,48.28,1.69,1.45,23.18,0.85,4.31
29.7,-23.8,1217,19790307,26.28,15.97,89.68,53.23,1.75,1.85,22.03,0.48,4.47
29.7,-23.8,1217,19790308,27.06,14.18,88.35,36.39,1.54,2.69,25.96,0.00,5.41
29.7,-23.8,1217,19790309,26.21,13.42,86.44,34.46,1.39,2.5,26.7,0.01,5.39
29.7,-23.8,1217,19790310,26.54,13.53,87.56,37.4,1.43,2.41,25.87,0.02,5.28
29.7,-23.8,1217,19790311,26.2,12.64,86.49,38.86,1.36,2.05,25.78,0.00,5.09
29.7,-23.8,1217,19790312,23.21,12.88,79.29,44.44,1.33,3.12,21.09,0.05,4.44
29.7,-23.8,1217,19790313,24.3,12.88,87.59,39.68,1.45,2.68,23.19,0.03,4.56
29.7,-23.8,1217,19790314,25.38,14.65,89.77,40.56,1.46,2.51,21.98,0.22,4.69
29.7,-23.8,1217,19790315,26.21,12.21,79.55,39.86,1.38,2.35,25.54,0.00,5.08
29.7,-23.8,1217,19790316,26.53,13.21,82.83,40.76,1.43,1.8,24.53,0.00,4.83
29.7,-23.8,1217,19790317,28.16,13.55,78.49,37.75,1.46,1.22,24.71,0.07,4.78
29.7,-23.8,1217,19790318,30.32,14.9,81.76,31.11,1.57,1.65,23.47,0.27,5.09
29.7,-23.8,1217,19790319,31.38,17.05,72.33,30.08,1.69,1.39,23.58,0.74,5.11
29.7,-23.8,1217,19790320,29.84,17.4,82.3,39.88,1.8,2.01,22.45,0.76,5.04
29.7,-23.8,1217,19790321,28.9,17.2,81.16,40.39,1.69,2.39,22.84,0.07,5.19
29.7,-23.8,1217,19790322,26.31,15.6,87.59,51.62,1.73,3.64,21.79,0.83,4.74
29.7,-23.8,1217,19790323,25.13,15.01,89.89,47.93,1.58,2.54,19.88,0.47,4.23
29.7,-23.8,1217,19790324,26.12,14.93,90.39,48.3,1.64,1.2,18.92,0.59,3.74
29.7,-23.8,1217,19790325,26.08,15.09,82.42,48.94,1.67,1.86,20.15,5.97,4.09
29.7,-23.8,1217,19790326,27.07,15.76,88.94,44.32,1.71,1.38,20.3,8.01,4.07
29.7,-23.8,1217,19790327,29.08,15.38,80.46,35.63,1.61,1.65,22.56,1.31,4.73
29.7,-23.8,1217,19790328,27.93,15.6,90.29,37.9,1.67,2.13,21.39,17.87,4.60
29.7,-23.8,1217,19790329,25.76,15.26,98.35,47.13,1.67,1.96,19.91,3.47,4.02
29.7,-23.8,1217,19790330,23,14.08,94.25,45.95,1.37,3.17,18.68,0.73,4.10
29.7,-23.8,1217,19790331,21.94,13.08,91.31,47.07,1.28,2.56,17.04,0.49,3.66
29.7,-23.8,1217,19790401,25.58,11.08,87.21,40.49,1.45,1.56,21.29,0.16,3.94
29.7,-23.8,1217,19790402,23.69,15.27,91.26,56.43,1.74,2.4,16.53,1.47,3.30
29.7,-23.8,1217,19790403,24.64,15.45,92.04,55.02,1.81,2.12,17.07,1.40,3.38
29.7,-23.8,1217,19790404,24.08,15.89,90.66,57.65,1.73,1.89,17.34,2.18,3.41
29.7,-23.8,1217,19790405,27.7,13.2,89.91,36.04,1.57,1.61,21.78,0.10,4.26
29.7,-23.8,1217,19790406,26.7,14.68,84.61,36.77,1.5,2.22,22.11,0.16,4.54
29.7,-23.8,1217,19790407,25.53,13.76,91.16,40.34,1.48,1.42,19.68,0.20,3.76
29.7,-23.8,1217,19790408,25.95,13.39,83.38,44.31,1.57,1.48,20.04,2.36,3.77
29.7,-23.8,1217,19790409,26.55,13.04,87.05,32.85,1.39,1.79,21.1,0.00,4.20
29.7,-23.8,1217,19790410,26.14,12.27,80.71,30.8,1.22,1.69,22.23,0.00,4.30
29.7,-23.8,1217,19790411,27.53,13.47,61.04,31.11,1.17,1.67,22.17,0.00,4.51
29.7,-23.8,1217,19790412,26.44,13.44,67.34,37.22,1.26,1.75,21.19,0.04,4.26
29.7,-23.8,1217,19790413,27.43,13.48,71.44,36.14,1.36,1.59,21.26,0.02,4.21
29.7,-23.8,1217,19790414,27.16,13.9,75.45,37.65,1.47,1.89,19.64,1.21,4.09
29.7,-23.8,1217,19790415,21.61,13.77,84.89,55.37,1.57,3.76,14.71,2.61,3.01
29.7,-23.8,1217,19790416,22.66,12.53,86.08,46.4,1.35,3.04,17.47,0.19,3.62
29.7,-23.8,1217,19790417,24.45,11.45,93.75,37.32,1.27,1.59,19.26,0.00,3.59
29.7,-23.8,1217,19790418,25.4,10.41,81.71,37.92,1.26,1.82,20.97,0.00,3.92
29.7,-23.8,1217,19790419,25.68,10.41,82.43,36.03,1.25,1.02,20.98,0.00,3.56
29.7,-23.8,1217,19790420,24.83,12.98,75.37,45.71,1.45,2.55,19.57,0.99,3.89
29.7,-23.8,1217,19790421,22.32,14.14,90,59.49,1.63,2.37,15.55,6.41,2.91
29.7,-23.8,1217,19790422,22.62,12.96,92.86,43.21,1.38,1.65,16.25,0.85,3.06
29.7,-23.8,1217,19790423,25.16,11.22,88.8,38.72,1.3,1.83,19.07,0.01,3.65
29.7,-23.8,1217,19790424,25.21,13.99,81.17,40.41,1.35,2.98,18.93,0.38,4.24
29.7,-23.8,1217,19790425,25.52,12.16,75.65,26.88,0.96,1.98,19.58,0.01,4.16
29.7,-23.8,1217,19790426,26.24,13.13,60.33,25.59,0.98,2.11,18.7,0.00,4.29
29.7,-23.8,1217,19790427,24.82,12.18,74.46,36.63,1.29,1.95,18.25,0.05,3.61
29.7,-23.8,1217,19790428,26.37,11.77,90.95,35.12,1.47,0.96,18.43,0.01,3.18
29.7,-23.8,1217,19790429,27.59,13.5,81.92,30.1,1.33,1.1,19.41,0.00,3.53
29.7,-23.8,1217,19790430,27.31,15,75.5,33.1,1.33,1.29,18.39,0.00,3.58
29.7,-23.8,1217,19790501,27.53,14.09,68.96,30.41,1.3,1.3,18.35,0.02,3.57
29.7,-23.8,1217,19790502,27.83,13.84,70.18,29.81,1.25,1.09,18.91,0.00,3.48
29.7,-23.8,1217,19790503,28.59,13.96,73.08,26.39,1.26,1.33,18.76,0.00,3.70
29.7,-23.8,1217,19790504,27.64,15.31,74,26.33,1.25,2.53,19.03,0.00,4.50
29.7,-23.8,1217,19790505,21.04,13.14,97.23,52.05,1.51,4.41,15.68,0.67,2.97
29.7,-23.8,1217,19790506,24.45,12.74,93.9,34.79,1.28,1.51,15.72,0.06,3.07
29.7,-23.8,1217,19790507,20.61,12.94,85.27,55.87,1.32,2.49,13.89,4.40,2.78
29.7,-23.8,1217,19790508,15.36,9.55,92,63.58,1.07,3.77,10.68,0.87,2.22
29.7,-23.8,1217,19790509,18.52,7.68,86.15,37.19,0.87,2.66,17.22,0.07,3.12
29.7,-23.8,1217,19790510,18.83,6.25,86.99,36.65,0.92,2.31,17.9,0.00,2.91
29.7,-23.8,1217,19790511,19.51,7.37,89.23,42.64,1.04,1.99,17.13,0.00,2.74
29.7,-23.8,1217,19790512,20.48,6.28,95.99,39.35,1.01,1.11,17.06,0.00,2.52
29.7,-23.8,1217,19790513,20.45,7.98,89.69,35.77,0.99,1.82,18.03,0.00,2.92
29.7,-23.8,1217,19790514,21.1,6.79,86.49,33.04,0.93,1.37,18.1,0.00,2.79
29.7,-23.8,1217,19790515,21.24,7.24,87.89,31.45,0.92,2.14,17.72,0.00,3.15
29.7,-23.8,1217,19790516,19.68,7.26,93.26,36.62,1,2.45,17.59,0.00,2.92
29.7,-23.8,1217,19790517,21.05,6.6,90.01,38.57,1.05,0.92,17.21,0.00,2.43
29.7,-23.8,1217,19790518,22.15,6.81,90.43,34.02,0.98,1.12,17.54,0.00,2.65
29.7,-23.8,1217,19790519,20.56,7.88,87.21,44.14,1.03,3.02,16.16,0.06,3.10
29.7,-23.8,1217,19790520,21.46,9.14,98.4,33.09,0.99,1.32,16.82,0.00,2.69
29.7,-23.8,1217,19790521,23.32,7.54,86.12,24.15,0.9,2.19,17.27,0.00,3.39
29.7,-23.8,1217,19790522,21.19,9.08,90.76,39.89,1.1,2.75,16.69,0.00,3.09
29.7,-23.8,1217,19790523,18.87,8.26,89.8,47.29,1.1,3.31,13.02,0.20,2.57
29.7,-23.8,1217,19790524,21.01,8.83,88.23,46.48,1.13,2.32,13.93,0.00,2.66
29.7,-23.8,1217,19790525,23.76,8.6,92.88,34.56,1.18,1.36,15.78,0.08,2.65
29.7,-23.8,1217,19790526,23.4,11.26,80.6,38.36,1.29,1.79,14.81,0.58,2.74
29.7,-23.8,1217,19790527,18.19,10.53,95.13,54.09,1.23,2.03,10.87,0.71,1.97
29.7,-23.8,1217,19790528,21.4,8.66,95.13,33.53,1.03,1.13,15.86,0.00,2.42
29.7,-23.8,1217,19790529,23.2,8.48,85.55,31.58,0.99,1.4,16.42,0.00,2.76
29.7,-23.8,1217,19790530,24.47,9.44,78.78,31.54,1.05,1.98,16.1,0.01,3.17
29.7,-23.8,1217,19790531,25.36,11,73.83,27.03,1.08,1.52,15.9,0.00,3.00
29.7,-23.8,1217,19790601,19.26,10.55,99.41,56.81,1.38,3.68,11.31,0.42,2.09
29.7,-23.8,1217,19790602,20.99,10.37,99.82,47.6,1.29,1.97,14.47,0.03,2.41
29.7,-23.8,1217,19790603,18.86,9.13,96.93,52.34,1.2,2.35,12.54,0.05,2.15
29.7,-23.8,1217,19790604,18.34,6.3,99.28,39.44,0.93,1.32,14.1,0.02,2.10
29.7,-23.8,1217,19790605,21.83,5.11,86.3,26.58,0.8,1.32,16.22,0.00,2.56
29.7,-23.8,1217,19790606,24.26,9.81,60.32,25.3,0.91,2.04,16.16,0.00,3.31
29.7,-23.8,1217,19790607,20.14,9.16,78.24,46.84,1.1,3.06,15.35,0.00,2.84
29.7,-23.8,1217,19790608,21.01,8.05,92.69,43.12,1.08,1.58,14.99,0.06,2.40
29.7,-23.8,1217,19790609,22.63,7.9,84.72,26.51,0.82,2.6,16.09,0.00,3.46
29.7,-23.8,1217,19790610,23.47,9.07,63.55,20.39,0.67,3.49,16.25,0.00,4.43
29.7,-23.8,1217,19790611,21.24,10.54,54.82,20.35,0.58,4.71,16.42,0.00,5.04
29.7,-23.8,1217,19790612,16.97,4.79,56.06,18.49,0.37,4.39,16.6,0.00,4.30
29.7,-23.8,1217,19790613,13.87,1.85,52.83,24.4,0.43,3.32,16.06,0.00,3.03
29.7,-23.8,1217,19790614,12.26,1.38,82.08,42.48,0.66,4.14,12.35,0.06,2.16
29.7,-23.8,1217,19790615,14.02,2.18,92.28,39.84,0.72,2.95,13.2,0.00,2.12
29.7,-23.8,1217,19790616,14.49,3.55,91.43,38.1,0.79,3.29,13.39,0.07,2.18
29.7,-23.8,1217,19790617,13.53,5.84,93.05,54.34,0.9,3.64,10.38,1.03,1.84
29.7,-23.8,1217,19790618,15.8,4.83,96.1,42.69,0.9,1.93,12.39,0.36,1.89
29.7,-23.8,1217,19790619,18.65,4.2,88.99,32.56,0.84,1.2,15.36,0.00,2.10
29.7,-23.8,1217,19790620,18.74,4.12,85.62,33.07,0.79,1.39,15.67,0.00,2.25
29.7,-23.8,1217,19790621,16.73,5.69,75.76,44.66,0.85,2.65,12.31,0.03,2.32
29.7,-23.8,1217,19790622,17.1,4.93,97.22,42.15,0.9,1.77,15.29,0.01,2.12
29.7,-23.8,1217,19790623,17.66,4.08,99.65,36.04,0.85,1.19,15.02,0.00,2.00
29.7,-23.8,1217,19790624,19.38,3.13,88.57,31.91,0.74,1.95,15.97,0.00,2.60
29.7,-23.8,1217,19790625,20.26,5.96,70.31,26.11,0.66,2.38,16.12,0.00,3.15
29.7,-23.8,1217,19790626,22.2,6.97,62.17,16.87,0.57,4.21,16.14,0.00,4.68
29.7,-23.8,1217,19790627,19.06,4.13,58.08,18.03,0.45,1.86,15.92,0.00,2.91
29.7,-23.8,1217,19790628,20.7,5.84,38.09,15.24,0.45,3.55,16.48,0.00,4.27
29.7,-23.8,1217,19790629,19.26,4.11,85.39,33.95,0.78,1.7,15.36,0.00,2.44
29.7,-23.8,1217,19790630,21.09,5.69,73.62,18.19,0.59,2.33,16.34,0.00,3.32
29.7,-23.8,1217,19790701,17.64,5.13,83.73,40.52,0.82,2.7,14.94,0.00,2.61
29.7,-23.8,1217,19790702,15.55,5.6,99.14,48.25,0.91,3.37,11.55,0.18,2.14
29.7,-23.8,1217,19790703,14.36,4.23,98.88,50.12,0.87,3.51,10.89,0.86,1.92
29.7,-23.8,1217,19790704,15.74,2.85,94.11,31.32,0.68,1.97,15.33,0.01,2.29
29.7,-23.8,1217,19790705,17.04,2.25,77.59,22.65,0.52,1.13,16.52,0.00,2.20
29.7,-23.8,1217,19790706,17.81,1.53,74.21,25.03,0.55,2.48,16.38,0.00,2.94
29.7,-23.8,1217,19790707,18.9,4.57,59.03,21.15,0.57,2.9,16.57,0.00,3.41
29.7,-23.8,1217,19790708,14.01,6.33,94.83,57.76,0.93,4.93,11.28,0.11,2.09
29.7,-23.8,1217,19790709,10.92,5.48,87.47,65.91,0.92,4.2,6.86,2.10,1.26
29.7,-23.8,1217,19790710,13.54,4.46,98.24,58.93,0.94,2.02,9.81,0.27,1.46
29.7,-23.8,1217,19790711,16.26,5.18,97.08,45.66,0.85,1.76,12.86,0.22,2.05
29.7,-23.8,1217,19790712,16.56,4.03,96.49,40.31,0.79,2.24,15.03,0.00,2.36
29.7,-23.8,1217,19790713,18.95,3.94,88.66,31.43,0.77,1.73,16.03,0.00,2.53
29.7,-23.8,1217,19790714,21.29,4.59,84.16,27.61,0.81,1.49,15.93,0.00,2.61
29.7,-23.8,1217,19790715,21.56,6.58,77.76,26.87,0.82,1.29,15.73,0.05,2.57
29.7,-23.8,1217,19790716,20.6,7.62,72.84,31.41,0.84,1.76,16.3,0.00,2.80
29.7,-23.8,1217,19790717,21.81,6.16,83.18,25.13,0.75,1.55,16.8,0.00,2.87
29.7,-23.8,1217,19790718,23.7,6.91,62.44,20.32,0.72,1.8,16.98,0.00,3.28
29.7,-23.8,1217,19790719,22.31,6.92,91.11,23.06,0.92,2.95,16.98,0.00,3.49
29.7,-23.8,1217,19790720,23.15,8.34,78.06,31.56,1.04,3.29,16.1,0.09,3.60
29.7,-23.8,1217,19790721,20.71,6.59,89.8,40.53,0.86,3.44,13.64,2.28,3.38
29.7,-23.8,1217,19790722,18.86,3.31,66.15,21.05,0.46,3.84,17.69,0.00,4.14
29.7,-23.8,1217,19790723,21.77,4.96,59.26,16.95,0.48,3.07,17.7,0.00,4.23
29.7,-23.8,1217,19790724,15.06,4.09,45.29,16.21,0.33,4.8,17.98,0.00,4.38
29.7,-23.8,1217,19790725,15.35,0.39,79.05,27.23,0.45,1.95,17.79,0.00,2.74
29.7,-23.8,1217,19790726,16.72,0.36,74.56,24.96,0.51,1.42,17.74,0.00,2.54
29.7,-23.8,1217,19790727,19.36,1.6,74.55,18.64,0.46,2.38,18,0.00,3.46
29.7,-23.8,1217,19790728,20.33,5.47,47.48,17.42,0.5,3.16,18.1,0.00,4.15
29.7,-23.8,1217,19790729,16.71,5.47,94.69,38.13,0.86,4,15.88,0.06,2.88
29.7,-23.8,1217,19790730,17.34,4.98,94.69,40.18,0.86,1.91,15.58,0.00,2.46
29.7,-23.8,1217,19790731,20.29,3.09,88.78,29.37,0.72,1.43,18.14,0.00,2.82
29.7,-23.8,1217,19790801,21.17,5.64,65.52,22.04,0.64,0.99,18.42,0.00,2.74
29.7,-23.8,1217,19790802,22.4,5.07,64.98,18.86,0.62,1.81,18.56,0.00,3.44
29.7,-23.8,1217,19790803,23.27,6.07,61.54,18.26,0.63,1.86,18.59,0.00,3.61
29.7,-23.8,1217,19790804,23.26,5.66,68.92,17.83,0.66,1.81,18.8,0.00,3.56
29.7,-23.8,1217,19790805,24.02,5.18,78.62,14.99,0.59,1.75,19.02,0.00,3.66
29.7,-23.8,1217,19790806,25.5,8.8,40,14.68,0.59,1.55,19.02,0.00,3.72
29.7,-23.8,1217,19790807,26.41,7.77,61.33,15.98,0.72,1.18,18.9,0.00,3.38
29.7,-23.8,1217,19790808,27.69,8.53,54.63,10.72,0.61,1.03,19.36,0.00,3.38
29.7,-23.8,1217,19790809,19.26,9.11,71.8,45.77,0.95,4.26,17.87,0.04,3.73
29.7,-23.8,1217,19790810,15.31,7.91,93.84,53.2,1.03,3.73,12.79,0.23,2.26
29.7,-23.8,1217,19790811,21.33,5.19,93.84,34.72,0.96,1.64,17.95,0.00,2.98
29.7,-23.8,1217,19790812,17.39,6.71,87.06,53.61,1.08,4.06,15.7,0.83,2.59
29.7,-23.8,1217,19790813,17.85,9.37,89.35,45.9,1.11,3.31,14.02,1.05,2.67
29.7,-23.8,1217,19790814,20.19,8.4,92.86,39.97,1.07,2.74,17.34,0.72,3.18
29.7,-23.8,1217,19790815,18.32,8,91.86,45.89,1.02,3.09,13.7,0.55,2.79
29.7,-23.8,1217,19790816,21.51,4.82,88.1,28.43,0.82,1.6,18.91,0.00,3.23
29.7,-23.8,1217,19790817,18.97,6.62,77.61,41.41,0.95,2.57,17.21,2.58,3.06
29.7,-23.8,1217,19790818,17.94,9.17,94.68,50.96,1.13,3.65,14.76,0.23,2.75
29.7,-23.8,1217,19790819,16.9,8.65,93.9,53.32,1.09,3.86,12.67,0.63,2.51
29.7,-23.8,1217,19790820,17.71,8.55,92.86,61.16,1.21,4.13,14.21,3.86,2.44
29.7,-23.8,1217,19790821,21.79,10.1,91.66,35.02,1.17,3.46,16.83,2.15,3.60
29.7,-23.8,1217,19790822,24.37,9.7,89.48,26.56,1.18,1.86,19.39,0.05,3.65
29.7,-23.8,1217,19790823,21.97,10.88,88.48,23.09,0.9,1.94,14.05,0.14,3.36
29.7,-23.8,1217,19790824,22.6,8.87,68.64,34.79,1.16,1.93,17.96,3.31,3.32
29.7,-23.8,1217,19790825,20.21,12.15,93.99,53.11,1.41,3.26,15.22,1.12,2.87
29.7,-23.8,1217,19790826,21.65,11.81,93.87,50.29,1.41,2.8,13.82,10.70,2.89
29.7,-23.8,1217,19790827,22.92,12.64,95.76,53.35,1.48,2.77,15.8,6.48,3.24
29.7,-23.8,1217,19790828,25.04,12.12,91.45,43.77,1.48,2.52,18.29,4.56,3.73
29.7,-23.8,1217,19790829,25.33,12.63,82.43,42.47,1.55,2.46,19.38,2.07,3.81
29.7,-23.8,1217,19790830,26.07,14.48,91.77,46.49,1.54,2.64,19.42,1.75,4.17
29.7,-23.8,1217,19790831,27.17,13.31,79.69,29.38,1.32,3.35,19.16,2.72,4.89
29.7,-23.8,1217,19790901,19.72,11.77,85.17,62.87,1.32,3.6,16.74,0.86,3.16
29.7,-23.8,1217,19790902,19.34,11.2,94.43,55.72,1.37,3.14,13.56,0.78,2.58
29.7,-23.8,1217,19790903,14.55,8.22,93.53,64.31,1.15,4.26,11,0.48,1.82
29.7,-23.8,1217,19790904,15.37,7.41,91.61,52.74,1.02,3.9,15.48,0.15,2.59
29.7,-23.8,1217,19790905,16.55,6.46,89.07,43.88,0.91,2.62,15.71,0.05,2.83
29.7,-23.8,1217,19790906,20.02,4.32,85.67,33.97,0.85,1.33,22.65,0.00,3.48
29.7,-23.8,1217,19790907,22.73,6.54,71.74,29.72,0.96,4.5,22.01,0.16,4.80
29.7,-23.8,1217,19790908,15.35,5.94,85.38,43.79,0.83,4.9,21.1,0.00,3.50
29.7,-23.8,1217,19790909,19.36,3.65,91.48,30.1,0.76,1.94,23.07,0.00,3.74
29.7,-23.8,1217,19790910,21.96,3.37,70.8,21.97,0.72,1.9,23.81,0.00,4.19
29.7,-23.8,1217,19790911,24.08,6.22,68.92,23.62,0.82,1.36,23.04,0.00,4.10
29.7,-23.8,1217,19790912,26.06,7.38,74.1,19.62,0.85,1.29,23.69,0.00,4.35
29.7,-23.8,1217,19790913,24.18,9.17,62.25,28.75,1.1,3.78,23.66,0.15,5.01
29.7,-23.8,1217,19790914,20.19,10.36,88.16,49.55,1.27,3.33,17.62,0.23,3.33
29.7,-23.8,1217,19790915,27.84,8.91,77.4,20.37,1.03,2.66,23.82,0.00,5.40
29.7,-23.8,1217,19790916,28.77,12.15,61.81,21.97,1.15,3.08,23.44,0.12,5.81
29.7,-23.8,1217,19790917,23.89,10.73,91.8,47.87,1.34,3.34,20.85,0.04,4.27
29.7,-23.8,1217,19790918,21.97,11.55,92.16,52.89,1.49,3.89,19.25,0.11,3.56
29.7,-23.8,1217,19790919,20.77,13.55,90.23,63.64,1.56,4.07,14.52,0.53,2.95
29.7,-23.8,1217,19790920,22.61,13.85,90.61,60.23,1.6,3.59,15.44,0.50,3.32
29.7,-23.8,1217,19790921,28.82,12.68,92.8,31.77,1.42,3.05,23.47,0.01,5.51
29.7,-23.8,1217,19790922,32.02,15,70.24,18.67,1.01,3.81,24.57,0.00,7.50
29.7,-23.8,1217,19790923,31.51,17.28,34.76,14.63,0.87,2.91,25.28,0.00,7.08
29.7,-23.8,1217,19790924,23.53,13.87,94.16,48.94,1.54,3.94,21.45,0.04,4.32
